page,id,name,category,spec_source,spec_count,Model,Material,Power,Wattage,IP Rating,Ingress Protection,Lumens,Luminous Flux,Light Efficiency,Battery,Battery Capacity,Solar Panel,Panel,Charging Time,Working Time,Color Temperature,CCT,Beam Angle,Input Voltage,Warranty,Certifications,Certificates,Application,Applications,Dimension,Size,Weight,CRI,Lifespan,Finish,raw_specs
product/p23.html,p23,aluminum alloy motion sensor solar lights outdoor pathway,Solar Street Light,REAL(ima),21,aluminum alloy motion sensor solar lights outdoor pathway,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: aluminum alloy motion sensor solar lights outdoor pathway | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p26.html,p26,commercial split solar street light 100w factory,Solar Street Light,REAL(ima),22,commercial split solar street light 100w factory,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: commercial split solar street light 100w factory | Rated Power: 100W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p3.html,p3,Smart solar street light,Solar Street Light,GENERATED,21,Smart solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Smart solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p30.html,p30,Integrated solar street light,Solar Street Light,REAL(ima),21,Integrated solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Integrated solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: 180LM | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p31.html,p31,Integrated solar wall lights outdoor,Solar Wall Light,GENERATED,21,Integrated solar wall lights outdoor,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Integrated solar wall lights outdoor | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p35.html,p35,Solar energy street light,Solar Street Light,REAL(ima),21,Solar energy street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar energy street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p45.html,p45,Solar parking lot lights,Solar Street Light,GENERATED,21,Solar parking lot lights,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar parking lot lights | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p47.html,p47,Solar powered street lights,Solar Street Light,GENERATED,21,Solar powered street lights,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar powered street lights | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p5.html,p5,All in One LED Solar Street Light Dusk to Dawn,Solar Street Light,REAL(ima),21,All in One LED Solar Street Light Dusk to Dawn,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: All in One LED Solar Street Light Dusk to Dawn | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p54.html,p54,T6 60w all in one solar street light factory,Solar Street Light,REAL(ima),22,T6 60w all in one solar street light factory,ABS + Aluminum,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: T6 60w all in one solar street light factory | Rated Power: 6W-60W | Material: ABS + Aluminum | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p55.html,p55,Solar garden light,Solar Garden Light,GENERATED,21,Solar garden light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar garden light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p56.html,p56,Solar ground light,Solar Garden Light,GENERATED,21,Solar ground light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar ground light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p57.html,p57,Solar buried light,Solar Garden Light,REAL(ima),21,Solar buried light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar buried light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP68 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p58.html,p58,Solar flood light,Solar Garden Light,GENERATED,21,Solar flood light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar flood light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p6.html,p6,Solar powered led street light,Solar Street Light,GENERATED,21,Solar powered led street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar powered led street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p60.html,p60,Solar Post Top Garden Light,Solar Garden Light,GENERATED,21,Solar Post Top Garden Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Post Top Garden Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p61.html,p61,Solar underground light,Solar Garden Light,REAL(ima),21,Solar underground light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar underground light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP68 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p63.html,p63,Solar spot light,Solar Garden Light,GENERATED,21,Solar spot light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar spot light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p65.html,p65,Garden lights solar powered,Solar Garden Light,GENERATED,21,Garden lights solar powered,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Garden lights solar powered | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p66.html,p66,Garden solar light,Solar Garden Light,GENERATED,21,Garden solar light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Garden solar light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p68.html,p68,Outdoor solar garden light,Solar Garden Light,REAL(ima),21,Outdoor solar garden light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Outdoor solar garden light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p70.html,p70,Solar garden lamp,Solar Garden Light,GENERATED,21,Solar garden lamp,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar garden lamp | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p71.html,p71,Solar garden lights outdoor,Solar Garden Light,GENERATED,21,Solar garden lights outdoor,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar garden lights outdoor | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p73.html,p73,Solar light for garden,Solar Garden Light,GENERATED,21,Solar light for garden,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar light for garden | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p75.html,p75,solar powered led landscape lights,Solar Garden Light,GENERATED,21,solar powered led landscape lights,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: solar powered led landscape lights | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p76.html,p76,UFO outdoor waterproof motion sensor led solar garden light 40w 50w,Solar Garden Light,REAL(ima),22,UFO outdoor waterproof motion sensor led solar garden light 40w 50w,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: UFO outdoor waterproof motion sensor led solar garden light 40w 50w | Rated Power: 40W-50W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
